Reaction,Reaction name,
ACALD,,
ACALDt,acetaldehyde reversible transport,ACALDtpp
ACKr,,
ACONTa,"aconitase (half-reaction A, Citrate hydro-lyase)",
ACONTb,"aconitase (half-reaction B, Isocitrate hydro-lyase)",
ACt2r,acetate reversible transport via proton symport,ACt2rpp
ADK1,,
AKGDH,2-Oxoglutarate dehydrogenase,
AKGt2r,2-oxoglutarate reversible transport via symport,AKGt2rpp
ALCD2x,,
ATPM,,
ATPS4r,ATP synthase (four protons for one ATP),ATPS4rpp
Biomass_Ecoli_core_N(w/GAM)-Nmet2,,
CO2t,CO2 transporter via diffusion,CO2tpp
CS,,
CYTBD,cytochrome oxidase bd (ubiquinol-8: 2 protons),CYTBDpp
D-LACt2,D-lactate transport via proton symport ,D-LACt2pp
ENO,,
ETOHt2r,ethanol reversible transport via proton symport,ETOHtrpp
EX_ac(e),Acetate exchange,
EX_acald(e),Acetaldehyde exchange,
EX_akg(e),2-Oxoglutarate exchange,
EX_co2(e),CO2 exchange,
EX_etoh(e),Ethanol exchange,
EX_for(e),Formate exchange,
EX_fru(e),D-Fructose exchange ,
EX_fum(e),Fumarate exchange,
EX_glc(e),D-Glucose exchange,
EX_gln-L(e),L-Glutamine exchange,
EX_glu-L(e),L-Glutamate exchange ,
EX_h2o(e),H2O exchange,
EX_h(e),H+ exchange,
EX_lac-D(e),D-lactate exchange ,
EX_mal-L(e),L-Malate exchange ,
EX_nh4(e),Ammonia exchange,
EX_o2(e),O2 exchange,
EX_pi(e),Phosphate exchange,
EX_pyr(e),Pyruvate exchange ,
EX_succ(e),Succinate exchange,
FBA,,
FBP,,
FORt2,formate transport in via proton symport,FORt2pp
FORti,formate transport via diffusion,FORtppi
FRD7,FRD3,FRD2
FRUpts2,,
FUM,,
FUMt2_2,Fumarate transport via proton symport (2 H) ,
G6PDH2r,,
GAPD,,
GLCpts,D-glucose transport via PEP:Pyr PTS,GLCptspp
GLNS,,
GLNabc,L-glutamine transport via ABC system ,
GLUDy,,
GLUN,GLUNpp,
GLUSy,,
GLUt2r,"L-glutamate transport via proton symport, reversible",GLUt2rpp
GND,,
H2Ot,H2O transport via diffusion,H2Otpp
ICDHyr,,
ICL,,
LDH_D,LDH_D2,
MALS,,
MALt2_2,Malate transport via proton symport (2 H),MALt2_2pp
MDH,,
ME1,,
ME2,,
NADH16,NADH dehydrogenase (ubiquinone-8 & 3 protons),NADH16pp
NADTRHD,,
NH4t,ammonia reversible transport,NH4tpp
O2t,o2 transport (diffusion),O2tpp
PDH,,
PFK,,
PFL,,
PGI,,
PGK,,
PGL,,
PGM,,
PIt2r,phosphate reversible transport via symport,
PPC,,
PPCK,,
PPS,,
PTAr,,
PYK,,
PYRt2r,pyruvate reversible transport via proton symport,PYRt2rpp
RPE,,
RPI,,
SUCCt2_2,succinate transport via proton symport (2 H) ,SUCCt2_2pp
SUCCt3,succinate transport out via proton antiport,SUCCt3pp
SUCDi,,
SUCOAS,,
TALA,,
THD2,NAD(P) transhydrogenase,THD2pp
TKT1,,
TKT2,,
TPI,,
